,Game Name,Place Ids,Min Price,Max Price,Median Price,Mean Price
2040,The Summer Experience 🕶️,17558394954,59,299,139.0,156.14285714285714
2041,MR YUMMY'S SUPERMARKET! (OBBY),11021288030,99,1100,199.0,278.2142857142857
2042,Periastron Stars RPG,16772818120,80,300,225.0,207.5
2043,Castle Tycoon 🏰,11478680280,49,699,399.0,337.8888888888889
2044,[UPD] Race Runner Simulator,15561844255,59,399,299.0,245.36363636363637
2045,🕸️Spider-Man Scary Elevator,16504509905,99,1499,359.0,496.77777777777777
2046,Tower Merge Simulator,11523066819,149,1299,399.0,487.46153846153845
2047,The Gas Station Experience⛽,14344157226,25,799,132.0,215.6
2048,Longest Answer Wins [NEW QUESTIONS],4162410081,200,300,250.0,250.0
2049,REALISTIC WAR,10240316459,250,1000,625.0,625.0
2050,[NEW] R6 Female Outfits,17759100815,1000,1000,1000.0,1000.0
2051,Tennis Simulator [❄️UPDATE],17250538604,49,1699,349.0,404.55555555555554
2052,Beacon Hills,7963175230,250,2000,550.0,652.9411764705883
2053,RONALDO BARRY'S PRISON RUN! (Obby),17601843080,100,1099,250.0,322.93333333333334
2054,Mega Fun Obby 800 Stages,13463424359,200,700,500.0,466.6666666666667
2055,Survive Pink Girl The Killer 💅,13279253398,25,799,187.0,202.8125
2056,Super Simon Says,61846006,100,100,100.0,100.0
2057,Electric State DarkRP(Beta),2262441883,30,2200,600.0,765.0
2058,CaseOh Simulator [UPD],16320667802,99,799,349.0,359.0
2059,Circle Clash,15105797247,99,399,250.0,249.33333333333334
2060,[2X WINS] Roller Race Simulator,14480508720,99,999,349.0,418.0769230769231
2061,Heist Tycoon💰,11103424163,49,450,274.5,272.0
2062,BOYS VS GIRLS BARRY'S PRISON RUN MODE! (OBBY!),17524047014,99,999,99.0,212.57894736842104
2063,Balloon Simulator🎈,13814171092,79,649,349.0,339.2142857142857
2064,[Upd Muscle] Anime World Tower Defense,6558526079,150,500,275.0,300.0
2065,[NEW] Coin Magnet Simulator,12910390405,90,800,250.0,259.2307692307692
2066,WW2 Military Roleplay,2772166173,129,1050,469.5,515.5833333333334
2067,Chibi Doll Outfits,4485854609,25,100,62.5,62.5
2068,ESCAPE BIO TEACHER!,14170379720,199,699,349.0,353.1666666666667
2069,Flag Battles Simulator,14897426802,49,1299,297.0,396.8076923076923
2070,Treasure Hunt Simulator 2,10631384212,49,999,399.0,484.29411764705884
2071,[🔮UPD] Knight Save Princess Simulator,16806007215,79,2499,324.0,484.55555555555554
2072,Glider Simulator [FIXES],8524876576,599,599,599.0,599.0
2073,Trade Simulator: 1.5,10577599672,79,79,79.0,79.0
2074,🛟Work as a Lifeguard Roleplay,3438235544,50,9999,800.0,2065.684210526316
2075,silly sword game,10697845123,5,800,350.0,384.1666666666667
2076,Cabin Roleplay,8310127828,75,200,125.0,133.33333333333334
2077,[999.999QX]⚔️ Ninjaman Simulator⚔️,5112591059,99,2499,224.0,544.0
2078,[NEW GAME SOON!] Police Simulator: 911,15799489697,150,450,250.0,275.0
2079,RP | Clayton Juvenile Detention Center,8551316918,59,1349,249.0,409.0
2080,Victoria County,3527386058,149,1199,600.0,650.8235294117648
2081,LEGO Building Simulator,17349625388,50,1299,300.0,343.8965517241379
2082,BEAR*,4785497374,150,350,225.0,241.66666666666666
2083,[🌈BACK] Zyleak's MM2,17097568350,25,199,125.0,106.6
2084,TEAM GRANNY ESCAPE! (TEAMWORK OBBY),17698503002,149,899,299.0,354.0
2085,Reminiscence Zombies,2778230703,60,1000,108.0,271.8181818181818
2086,Army RP [OPEN],17011995212,149,499,299.0,310.1111111111111
2087,School [Horror],10246683491,49,99,79.0,75.0
2088,[EP 74] Toilet Attack,13675968077,49,1999,999.0,802.2765957446809
2089,⭐️20K Event!⭐️ Planet Button Simulator🪐🌍,17331336662,25,799,299.0,313.0
2090,Village Defense Tycoon 🏰,13048280516,95,995,395.0,391.15384615384613
2091,Jump Into Spiderman,16214486913,79,2499,599.0,830.0526315789474
2092,[TOOLS!] [TRITE] Pine Ridge,15405900187,75,900,290.0,346.9230769230769
2093,[UPD] 👊 Break Wall Simulator,13013415523,99,1399,449.0,519.8333333333334
2094,[☢️ UPDATE] 🐷 Piggy Tower Defense ⚔️,13424441880,99,299,299.0,232.33333333333334
2095,Impossible Glass Bridge Obby! (Squid Game),11981805483,298,998,548.0,573.0
2096,[RELEASE AIZEN + GRIMMJOW] Hollow Battlegrounds,14198813000,99,399,299.0,274.0
2097,Myanmar Family,16917326844,42858,150000,57143.0,77472.84615384616
2098,🍔 McDonald's Restaurant,16404837962,79,2999,549.0,781.5833333333334
2099,Four Corners,6033529883,10,10,10.0,10.0
2100,[UPDATE] Marlin Bay,14205206234,250,900,400.0,500.0
2101,The Labyrinth,534701013,65,1999,300.0,608.8333333333334
2102,Military Facility Tycoon 2,11710744482,60,749,249.0,270.75
2103,[UPD]FiveDuels,11883610532,79,299,129.0,153.0
2104,[🐊] Find FNAF Movie 1-9 Morphs,14005161558,99,699,299.0,297.21875
2105,Smashy Hands!,16534353806,25,425,125.0,152.9090909090909
2106,🔥Flamethrower Simulator,14168565231,99,1499,249.0,382.3333333333333
2107,Two Player Obby 2,6492279150,80,199,105.0,122.25
2108,[READ DESC] GPI Product Hub,8449331551,25,77000,5000.0,16572.82608695652
2109,💫 Find the Tarts! [225],8919650008,99,299,199.0,199.0
2110,Noob Tower Defense (BETA) V.7.2,7050556755,5,10000,274.5,1185.25
2111,🏠Realistic Mansion Tycoon🏠,8464410114,299,3999,599.0,1004.6666666666666
2112,An Infinite Flight Trip (Update),15160035600,49,149,74.0,86.5
2113,Lick Battles Simulator,16466634211,69,9999,299.0,1068.2857142857142
2114,The Scary Elevator,15848471792,89,1999,449.0,608.0909090909091
2115,[ 1x1x1x1 ] Infinite Script Fighting,17350080740,10,500,74.0,130.5
2116,[NEW CODE] • Primeval Earth,10696301650,299,799,399.0,459.0
2117,[Ultimate Team] OVER LOCK,11359751875,100,1000,1000.0,672.7272727272727
2118,Colony Survival (Farming Update! 🔥),14888386963,29,29,29.0,29.0
2119,Money Grab Simulator,14157644155,149,999,299.0,363.2857142857143
2120,SLIDE DOWN A Rainbow SLIDE Obby! 🌈,7537544272,10,800,80.0,219.8
2121,Desert War [ALPHA],14673389973,250,250,250.0,250.0
2122,Eat Me! (2 Player Teamwork Obby),14458441964,15,450,162.5,180.1
2123,2 Player Gun Factory Tycoon,161766693,3,5000,400.0,1292.6
2124,🔥Survive the LAVA!,10745043766,34,999,349.0,371.3333333333333
2125,CLONE ME!,16887140147,249,1499,449.0,521.2222222222222
2126,🐮Milk Tycoon,10456811278,99,249,174.0,174.0
2127,Dragon Ball Aftermath RP (Bug Fix Update!),206690090,5,350,100.0,132.66666666666666
2128,[RE-RELEASE] Grand Kaizen,12325461683,99,899,299.0,369.0
2129,BUFF POLICE FAMILY PRISON RUN ESCAPE! (Obby),16068601538,390,790,490.0,478.8888888888889
2130,Cart Ride Into Spider-Man Spiderman,9697246773,59,3999,199.0,558.6923076923077
2131,Polish Car Driving,4299508195,25,150,75.0,83.33333333333333
2132,Bloxston Mystery 🔎,7817016260,275,1399,699.0,735.6153846153846
2133,[Free UGC] Froggie Pond Tycoon,13343565162,99,399,249.0,249.0
2134,[R6] OBSCURE OUTFITZ,14682673111,10,10,10.0,10.0
2135,[Stomp Shop] Da Strike [PS/Xbox],15186202290,60,299,199.0,180.76923076923077
2136,[S5 + UK TIER 4 + NEW MAP] Steel Titans Beta 3,4746041618,800,800,800.0,800.0
2137,Noob Tycoon 🙂,12109411976,49,399,199.0,211.5
2138,Cars Trading,8216162783,399,499,449.0,449.0
2139,☕ Coffee Shop Tycoon [🎉NEW!],16709466859,25,299,199.0,167.14285714285714
2140,Anime Slayer Simulator,14105177724,19,899,249.0,356.6470588235294
2141,Bridge Battle,14036298892,499,499,499.0,499.0
2142,Eat Color Blocks Simulator,12990346262,199,299,299.0,265.6666666666667
2143,ESCAPE NIKI! (Obby),12678292703,79,1699,399.0,513.375
2144,BATTLES,10549494983,199,1499,699.0,749.0
2145,[3X] Kick It Simulator,13421111002,199,499,299.0,279.0
2146,(TITAN CLOCK) Skibidi toilet Vs Cameramen,13538402706,50,366,150.0,163.2
2147,🖌️🎨 تبرع لرسمتي,17563329516,149,699,399.0,411.5
2148,UEFA EURO 2024 Piñata Smash Simulator,15431276795,149,699,349.0,379.1
2149,Jail Tycoon 👮,5775214331,69,1999,299.0,394.7142857142857
2150,Feed Fatty Tycoon,17461717033,349,399,374.0,374.0
2151,Heroics : Reborn,17755970337,400,400,400.0,400.0
2152,GunGame PvP ⚔️,12998806177,199,1299,299.0,465.6666666666667
2153,Push Oofs Off Skyscrapers,1379818574,4,150,50.0,65.8
2154,WWII Experiences,6466386531,250,1800,600.0,675.3846153846154
2155,[🚨FREE MOCHI] Z Piece,15060257865,199,999,499.0,490.1764705882353
2156,Dragon Ball RP Zenkai,14583678481,150,250,150.0,183.33333333333334
2157,Control Army! ⚔️,10700669209,9,799,139.0,211.5
2158,[NEW BROOMS 🧹] The Pointless Printer Game,8447279898,100,500,250.0,275.0
2159,[JUJUTSU K] Battleborne🔥,13143198129,99,799,399.0,399.0
2160,ESCAPE MR. NIGHTMARE SCHOOL! (OBBY),10675175616,199,1399,399.0,562.6363636363636
2161,🐰 Obby But You're A Bunny!,16093108455,99,499,174.0,211.5
2162,High Iron [Alpha],15542804777,25,25,25.0,25.0
2163,Scuba Diving at Quill Lake🤿,35397735,49,399,150.0,189.4
2164,REALISTIC HOOD,7791873535,25,1000,500.0,458.3333333333333
2165,Color Block Tower!,6072880991,39,399,250.0,247.71428571428572
2166,Lab Experiment,1229173778,50,999,249.5,357.6666666666667
2167,💸 Donation Stars ✨,16296488793,10,150,25.0,53.57142857142857
2168,Pet Race,14350188056,49,749,149.0,219.0
2169,|FREE ADMIN|🏠Admin House,5413701977,48,1048,128.0,279.45454545454544
2170,Penthouse Tycoon 🏙️,16963931098,199,2999,399.0,863.4285714285714
2171,Climb 2000 Stairs to VIP Obby,14076355383,25,499,113.5,171.5625
2172,[UPD] Noob Slayers Simulator,14819274129,49,1299,459.0,429.5882352941176
2173,Carry Me! [2 Player Obby],14373879477,60,450,298.0,261.2
2174,💥 Army Simulator,4565317010,249,2999,899.0,974.0769230769231
2175,Clover Battlegrounds,13689905003,99,1499,399.0,625.6666666666666
2176,Amy's Events!!,17137493602,50,499,100.0,216.33333333333334
2177,Roblox Cookie Clicker,11713882653,100,350,300.0,250.0
2178,[🔭TURRETS] Destruction Game,6550894018,25,49,37.0,37.0
2179,Pet Swarm Simulator,6331132338,75,685,340.0,373.3333333333333
2180,Vehicle Tycoon,1899149341,28,800,182.5,278.0833333333333
2181,Ragdoll Engine,6584731191,199,999,374.0,469.0
2182,Ultra Chill Obby,13801151979,10,399,99.0,156.4
2183,Pastriez Bakery Cafe 😋🍰,3243063589,100,2000,280.5,531.1
2184,[Free VIP] Brookhaven 🏡RP Skibidi,15036246448,99,800,249.0,320.5
2185,Bakery Simulator 🧁,6915291292,99,499,399.0,334.0
2186,【UPDATE】Super Free Kick💥SFK⚽Football/Soccer,16531522679,150,250,200.0,200.0
2187,Unusual Force 4: Like a Legend,15659062652,125,250,125.0,175.0
2188,Skate Forever 🛹,10046500510,99,499,399.0,349.0
2189,HUNGRY CARL THE NPC (Fixed Rainbow Carpet),12440440132,10,200,27.5,56.25
2190,Solo Showdown [UPDATE],16554449594,49,399,299.0,249.0
2191,Throw People And Build [💣 Rocket Launcher],14744952716,199,499,399.0,359.0
2192,the COOL zone,2155449728,10,10000,300.0,1523.125
2193,Every Second You Get Faster,13355910112,149,2499,349.0,574.0
2194,[NEW FIST✊] SSB WRLD : NEXT GEN,10008277613,25,1700,525.0,638.25
2195,Ally's Murder Mystery (MM2),16783406154,15,2999,99.0,235.7
2196,[Sides] Vehicle Simulator,171391948,30,800,245.0,322.0
2197,🏴‍☠️ SPTS Endless,12603365593,100,1200,500.0,578.5714285714286
2198,Forgotten Memories 🎩,8482713490,75,250,125.0,143.75
2199,Timber 2! 🌲,14976921576,75,2400,349.0,535.6363636363636
2200,Building towers to fly farther 🪂,11430498851,99,1499,399.0,461.5
2201,High School Tycoon 🏫,12416777604,69,1999,179.0,482.3333333333333
2202,Race Cars!,15023502455,49,4000,194.0,487.6
2203,House Party Tycoon,13414168009,49,399,299.5,261.75
2204,Find The Memes [315!]🍭,9304358188,149,999,199.0,379.0
2205,LewisLife 🏡 RP,8881972529,99,888,349.0,395.35714285714283
2206,[UPDATE] Undertale: Last Corridor,10982620122,75,700,250.0,292.85714285714283
2207,Goldface: Be Gold!,17351186969,69,249,149.0,149.0
2208,[THIRD SEA + FREE GOJO FRUIT] Cat Piece,10598963932,2,700,70.0,150.28571428571428
2209,Viral Youtuber Tycoon,17515338907,59,999,299.0,359.7692307692308
2210,🧜‍♀️ Xperience Pets!,16176282117,175,649,337.0,366.3333333333333
2211,🚨NEW🚨 Coast Guard Academy,13804724033,50,3500,225.0,586.1875
2212,[⚡️ NEW] Strong Katana Simulator,6278885452,99,999,449.0,532.3333333333334
2213,Conquer Europe WW2 Navy Update,14422394494,500,500,500.0,500.0
2214,[⭐] R6 + Matching Outfit Ideas,16166753762,100,300,175.0,187.5
2215,United States Military Academy,1212001367,150,1500,800.0,723.3333333333334
2216,Master's Difficulty Chart Obby,6429911702,299,599,399.0,432.3333333333333
2217,"Climb 1,000 Ladders",16957492218,99,1500,274.5,491.1666666666667
2218,Donation Quest,15952105788,89,500,300.0,297.25
2219,شايفك تعال وتبرع,17146048765,100,499,200.0,229.8
2220,Headcrab Infection [CLASSIC],9546912218,99,99,99.0,99.0
2221,+1 Speed And +1 Jump Every Second,15774205850,49,599,299.0,269.0
2222,Iron Man Simulator 2,6097258548,300,300,300.0,300.0
2223,SCP: Devolved,4720397302,200,2599,500.0,764.375
2224,Survive a Plane Crash,4272052925,49,749,229.0,342.3333333333333
2225,[⏳] FREE Headless and Korblox,15841385629,285,285,285.0,285.0
2226,(MIMMI) H2O: Moon Magic,6184602709,99,1499,699.0,710.1111111111111
2227,Base Attack,8760378555,250,250,250.0,250.0
2228,🐾 Furana!,2849947369,90,480,280.0,278.57142857142856
2229,Tree Tops Theme Park 🎢🌲,2149249364,5,399,47.5,105.0
2230,FLOOR IS LAVA!,7205183370,199,399,299.0,299.0
2231,Neo Soccer League,7732789524,99,999,400.0,497.2
2232,World of Trollge,12471513793,299,299,299.0,299.0
2233,[RIOT] social experiment,9559194006,99,149,124.0,124.0
2234,💥 Bomb Tag Survival,10025310583,99,249,199.0,179.0
2235,Wizard Power Tycoon,14997205403,59,799,199.0,275.3636363636364
2236,Cruise Life 🚢 RP,4743001427,99,1250,499.0,593.6666666666666
2237,LegacyBlox donation (BETA),17822151511,5,1500,50.0,239.0
2238,Taste The Grimace Shake,14129050754,18,299,50.0,143.2
2239,Pet Simulator!,1599679393,30,39999,350.0,3116.133333333333
2240,⛏️ShaftBlox💎[MineCraft!],17733110343,69,1750,500.0,720.2307692307693
2241,SCI - Pathos III,4572543057,425,950,650.0,679.1666666666666
2242,[UPD] Rich or Poor Obby,13445450381,100,575,175.0,242.85714285714286
2243,Ice Cream Factory Tycoon,10273768605,75,200,100.0,125.0
2244,POLICESIM🗽NYC,811675729,150,2000,350.0,529.5454545454545
2245,CAT NAP BARRY'S PRISON RUN [OBBY],17006167662,100,1500,300.0,377.09090909090907
2246,[📺NEW] Skibidi Toilet Tycoon,14277928233,45,300,150.0,157.14285714285714
2247,[Emily] The Vampire Prophecies,11800378346,600,1500,1300.0,1206.6666666666667
2248,[📢NEW] Build To Survive Skibidi!,14578820885,50,300,100.0,110.0
2249,Strange Bathtub War (UPDATE 14.25 PART1),16220287667,15,1000,150.0,249.28571428571428
2250,The Night Shift [HORROR],17071082972,49,249,99.0,132.33333333333334
2251,Escape and Win $R 🤑,15167885628,50,250,125.0,130.0
2252,🚽Toilet Infection,16347108388,99,699,175.0,243.125
2253,Ice Farm Simulator,14124523043,300,1000,450.0,530.0
2254,[🔥REBIRTH!] Death Star Tycoon,3556333558,4,299,114.0,128.16666666666666
2255,🎈 Ragdoll Simulator [FLING!],4950394908,15,500,350.0,298.75
2256,Crab Lab [UPDATE!],9921763607,150,150,150.0,150.0
2257,Squid Game X,7554888362,99,1999,529.0,660.25
2258,Wheat Farming Simulator,10106105124,49,799,299.0,367.75
2259,A core game,6576912941,35,99999,102.5,16968.166666666668
2260,CRAZY,6712992897,300,600,400.0,433.3333333333333
2261,🚒First Responders: Coastal Heat🌴,6803316111,100,2000,250.0,391.6666666666667
2262,Venom Simulator,264914343,159,659,159.0,325.6666666666667
2263,[Roleplay] Whispers of the Zone,940941268,10,3000,150.0,561.6666666666666
2264,Ministry of Science,10932349158,300,1050,500.0,550.0
2265,Friend Hangout,6884476776,49,499,199.0,236.5
2266,Dank Murder Mystery,15930174396,15,300,150.0,155.71428571428572
2267,School 102,14758354087,30,1999,249.0,406.95
2268,Build a Raft or Die,13501167264,49,399,199.0,207.0
2269,Fairy Powers Tycoon ✨,15825951403,29,2024,149.0,399.625
2270,The Escape (Story),5391285924,59,499,199.0,208.0
2271,Outfit Editor,4628761410,100,150,125.0,125.0
2272,[REWORK] Studs RNG!,16095412846,35,999,45.0,359.6666666666667
2273,FORTLINE🌟,15787938328,49,499,94.0,152.75
2274,😡Karen's Drive Thru Roleplay,15994770205,49,1499,129.0,331.94117647058823
2275,SODAH,15911371232,99,199,199.0,174.0
2276,Family House Tycoon 🏠,13944489549,50,500,250.0,258.3333333333333
2277,Zulu Defense 📯 [NEW GUN SYSTEM],3632327280,50,250,100.0,135.71428571428572
2278,Glory Kill Testing,13059719130,125,125,125.0,125.0
2279,Supernatural Chronicles [Early Access],16346244450,750,10000000,1650.0,543072.9166666666
2280,💪 Weight Lifting Simulator 3 👊,14660936140,119,999,324.0,424.0
2281,Burn the World,16540873693,139,999,287.0,418.5
2282,Will You Rage Obby?,15817812895,79,199,79.0,127.0
2283,[UPD 1.7] Infinite Purple.,16646879269,25,75,55.0,54.285714285714285
2284,Goddess Tycoon 👸🔱,15475670557,129,1499,199.0,355.6666666666667
2285,[CAR CUST] 💀 Run over NPCS,16465041569,49,450,267.0,258.25
2286,Ride the train to Cactus,17165396486,10,999,50.0,353.0
2287,Zombie Tycoon 🧟,10930070681,99,599,299.0,324.0
2288,Advanced Claw Machine [New Kawaii Prizes!],6584035841,45,250,150.0,148.33333333333334
2289,Chocolate Obby!,9228830112,99,799,99.0,292.875
2290,GIRLS ONLY [ADMIN] 🎀 NO BOYS ALLOWED [BOP CITY],9502626640,19,99,29.0,45.666666666666664
2291,Calendar RNG 🗓️,17160434653,149,999,199.0,449.0
2292,[AMANDA'S BIRTHDAY] Amanda the Adventurer,10814041301,50,499,150.0,210.9090909090909
2293,Zombie Mayhem 🧟,13511465119,79,1499,249.0,376.3333333333333
2294,Strucid,2377868063,250,1500,450.0,577.2222222222222
2295,[🎊FAIRY REALM🎊] Deadly Sins Retribution,2066381781,25,2000,900.0,838.4545454545455
2296,SkyFall: Battle of Fallen,13662220405,199,1499,499.0,649.0
2297,Swimming Race Simulator,15348611143,100,1200,250.0,358.75
2298,Sword Simulator,7026949294,49,899,299.0,328.6363636363636
2299,Slap!,7032102191,100,2400,275.0,510.0
2300,🏀 Dunking Stars!,8786833701,69,399,199.0,216.5
2301,Speed Runner!,6452292184,99,449,174.0,192.75
2302,💸Millionaire Empire Tycoon,6677985923,75,999,249.0,348.0952380952381
2303,Butterfly Race,13973120326,99,999,345.0,387.6111111111111
2304,Up For Debate,13781542989,25,75,50.0,50.0
2305,Nothronychus! | Prehistoria | Dinosaur Survival,6686932749,80,500,325.0,307.5
2306,💪 Ninja Katana Simulator,13921214873,229,699,324.0,370.6666666666667
2307,Midnight Massacre [HORROR],17479073570,35,499,224.5,260.0
2308,Ability Playground,7038503863,100,500,300.0,305.0
2309,Every Second You Get +1 Speed,11495557882,99,799,399.0,399.0
2310,🍕 Eating Simulator,6953291455,99,8999,384.0,962.5714285714286
2311,butterfly🦋life,9172386568,150,1600,500.0,558.3333333333334
2312,🔥BedWars Marketplace [Items&Avatars],16958468190,350,15000,6000.0,5680.357142857143
2313,Lone Survival [Alpha],13559584718,150,650,350.0,350.0
2314,🚨Spy Agency Tycoon,13839548546,75,999,374.5,378.5
2315,[13 FREE UGCs] Chest Hero Simulator,14047294951,99,1599,499.0,551.7777777777778
2316,1% Win Impossible Obby,9895701906,299,899,399.0,532.3333333333334
2317,Specter 2,8267733039,249,799,599.0,557.3333333333334
2318,Eat and Get Fat Simulator,13303100461,78,428,278.0,245.14285714285714
2319,Giant Simulator,2986677229,99,1500,424.5,526.6428571428571
2320,Tripod Invasion,15141854424,215,215,215.0,215.0
2321,[EPISODE 2] Amazing Digital Circus 🎇🎪,14357742626,49,449,99.0,146.0625
2322,[NPC GUNNERS] Starlit Isles,13704442742,80,240,200.0,180.0
2323,(NEW!)Richmond - Alpha,3204171178,5,200,30.0,62.0
2324,Ultimate Obby Creator,3642134779,40,750,100.0,152.66666666666666
2325,GRAVITY 🔄 [ZONE 5],4617655390,10,5000,99.0,1131.8
2326,[🔥UPD 6] Slap Fight! 👏,14268814889,49,299,99.0,149.0
2327,[PVP!] Tank Simulator,4048936408,88,989,324.0,420.125
2328,[🚀UPD] Flying Sword Simulator,15647164719,399,2099,599.0,799.0
2329,Find The Button 2,11977828783,49,199,124.0,124.0
2330,Cheese Escape [Horror],5777099015,28,28,28.0,28.0
2331,Doge Head Escape,8831256282,150,500,250.0,307.14285714285717
2332,Airsoft Center,10119617028,250,500,375.0,375.0
2333,Battleship Tycoon 🚢,14471212833,100,800,400.0,479.44444444444446
2334,[RUSSIA 🇷🇺] Building Architect,5857383913,99,749,374.0,399.0
2335,[🔥Guko] Clicker Fighting Simulator,12985134424,89,1799,399.0,458.3333333333333
2336,Free Owner Admin [Abuse],5023687570,4,7000,349.0,2451.0
2337,HELLMET [DEMO],16731941210,200,200,200.0,200.0
2338,[🌎️New Map]🔥Ultimate Anime Simulator,11250063361,199,599,399.0,399.0
2339,Mega Fun Obby 🌈 2780 Stages!,12996397,2,798,274.0,258.0
2340,Tell Me! [2 Player Obby],14747881398,49,249,119.0,130.66666666666666
2341,[TYBW] Reaper 2,7056922815,250,800,350.0,420.0
2342,[IMPACT] Striker Odyssey,12467817668,149,749,499.0,484.7142857142857
2343,LEGO BARRY'S PRISON RUN! (Obby),17405101713,225,2351,458.0,702.5454545454545
2344,1M Lobotomy Simulator,16916411223,19,99,59.0,54.714285714285715
2345,Swords of RNG (In-dev),16766379445,100,229,164.5,164.5
2346,Pet🐶Escape 2,3771221308,399,399,399.0,399.0
2347,Hero Power Tycoon,12975575001,59,699,199.0,265.6666666666667
2348,🌸 Coast Restaurant,7092295725,35,1499,117.0,241.75
2349,My Dealership Tycoon!🚘,14159504259,39,1999,164.0,407.875
2350,Bims RNG [1 Million Visits Event],16819979927,100,250,175.0,175.0
2351,❄️🗻Mt. Everest Climbing Roleplay,3145447020,320,550,490.0,462.5
2352,Pirate's Destiny [BETA ACCESS],5249060327,300,2400,400.0,875.0
2353,The Horror Mansion,522527978,10,350,75.0,105.0
2354,Boys And Girls Hangout 🏡 RP,4927623731,15,1600,245.0,396.3333333333333
2355,🔨 SLIME SURVIVAL,8476164859,70,629,199.5,253.6
2356,Dream Island! 🏠 RP,5656646615,95,13000,350.0,1628.909090909091
2357,Zombie game [upd3],14419907512,45,349,149.5,173.25
2358,[CODE MENU + EXPLORE & TUTORIAL] Xeno Online III,14456141752,150,10000,5075.0,5075.0
2359,🎉 [NEW] Cobra Kai Karate 🎉,17072376063,149,399,202.0,234.33333333333334
2360,Super Fun Obby 🌟 725 Stages,11364184405,79,999,449.0,531.8571428571429
2361,Star Wars: Battleground [ULTRA GOD UPDATE],6937208251,99,999,349.0,418.2307692307692
2362,Cube Defense,2286901071,49,1499,149.0,419.0
2363,💥OP NINJA SIMULATOR🔥,4225025295,99,1799,399.0,508.09090909090907
2364,🚩Country Flags Quiz!,12928815934,20,1700,175.0,380.7142857142857
2365,Image Block Run!,12990347074,99,499,349.0,324.0
2366,Plane Race Simulator,15466045448,49,799,149.0,210.33333333333334
2367,Gas Station Tycoon,9512938290,39,999,249.0,300.1111111111111
2368,[💥UPDATE] Toilet Unit Defense,15237047890,99,799,199.0,324.0
2369,[💸TIPS] Work at a Cafe! 🍍,7859647881,45,1000,150.0,280.625
2370,Guess the Logo Quiz for Admin,15695594364,100,999,200.0,349.8
2371,Be a cool giraff,3072139406,3,300,15.0,48.111111111111114
2372,ZOMBIE INVASION,10101846733,100,800,600.0,500.0
2373,Math Race for ROBOX 💎,14246788589,99,1499,374.0,485.25
2374,Grandma [HORROR],13142866154,10,100,25.0,45.0
2375,(Cursed gamemode🔥) Dice of Death 🎲💀,17151880642,49,99,74.0,74.0
2376,Home Alone [HORROR],15985826131,69,250,129.0,149.14285714285714
2377,Springville🏡RP,5936166539,99,299,199.0,172.07692307692307
2378,Club Iris,2228128339,75,499,200.0,242.22222222222223
2379,[🐉Dragon🐲🔥 UPD⚔️]Princess Fighter Simulator,16163915464,45,2299,499.0,640.5333333333333
2380,Ancient World Roleplay [NEW!],4960938623,50,9000,1000.0,1984.375
2381,ESCAPE EVIL GRANDMA! (FIRST PERSON OBBY),12912701243,199,1249,399.0,472.0769230769231
2382,Basketball Shooting Simulator,6933264831,79,1999,499.0,671.5
2383,🍟SUPER EATER SIMULATOR,8160862936,399,1599,799.0,799.0
2384,Dev Tycoon,17420420604,49,399,224.0,224.0
2385,[ANCIENT ATTACK!] AoT | TTSG: Remake,12869906536,100,300,100.0,122.5
2386,Slide Into Rdite!,11108419601,100,1500,400.0,516.6666666666666
2387,Tournament Grounds [HITSCAN],4888256398,150,650,200.0,330.0
2388,Head Soccer Simulator [UPD],16037561679,59,439,189.0,189.0
2389,⛏️ModdedCraft🌈 (RAINBOW MINECRAFT),16843737251,199,1000,649.0,649.1666666666666
2390,😈 Survival Daddy Pig The Killer,9497223637,139,390,264.5,270.75
2391,Elemental Chaos,12936769869,50,3000,210.0,867.5
2392,My Army Simulator,13304661214,99,349,199.0,207.33333333333334
2393,Chainsaw Man Devil's Heart [QOL UPDATE!],11345435986,250,2000,1750.0,1333.3333333333333
2394,Digital Piano [Free Auto],8848607186,50,399,299.0,243.125
2395,Make a Wish! 🌈,10179229656,99,399,149.0,189.0
2396,[💨]Allblox Battles,17564320769,25,599,174.0,243.0
2397,[🏴‍☠️SUMMER] Blox Cards,270748344,500,50000,8000.0,15658.333333333334
2398,Touhou Project: Cosplayer Catalog,16178942650,50,50,50.0,50.0
2399,[🔊VOICE CHAT] Courtroom Shenanigans,11903478645,25,75,50.0,50.0
2400,Supermarket Simulator,13274636440,49,350,200.0,201.27272727272728
2401,[🗣UPDATE] Napoleonic Tower Defence,14862134824,25,10000,350.0,1450.0
2402,Super Skyward Towers,7200003285,285,647,466.0,466.0
2403,Pets Trading,7903991471,399,499,449.0,449.0
2404,[⭐ NEW] 🌈 Rainbow Friends Morphs,13042587183,99,1999,199.0,304.3333333333333
2405,Hammer Arena PVP,11123877432,85,1099,199.0,426.4
2406,Avava MIU,13365064709,49,49,49.0,49.0
2407,psychic sandbox,11780831899,100,500,225.0,262.5
2408,Fruit Blend Tycoon,16641798527,75,400,250.0,265.0
2409,Ride a Box Down a Slide!,6999691637,80,1200,350.0,473.22222222222223
2410,[+300] Buchones Outfits 🍀,10089308352,49,49,49.0,49.0
2411,Creepypasta Life RP,741707668,25,150,50.0,60.18518518518518
2412,Big Brain Simulator🧠,4893679160,59,1200,449.0,500.1666666666667
2413,(STORY 2) Amazing Digital Circus🎪,15195515354,79,699,199.0,269.90909090909093
